( 8.889,  9,  9.322 ) ( 4.773,  5,  5.334 ) ( 4.812,  5,  5.458 ) ( 7.844,  8,  8.482 ) ( 7.603,  8,  8.271 ) ( 9.839,  10,  10.179 ) ( 7.848,  8,  8.112 ) ( 7.799,  8,  8.207 ) ( 5.708,  6,  6.223 ) ( 6.733,  7,  7.242 ) ( 7.837,  8,  8.489 ) ( 8.754,  9,  9.308 ) ( 9.588,  10,  10.287 ) ( 5.822,  6,  6.272 ) ( 5.566,  6,  6.210 ) ( 9.600,  10,  10.445 ) ( 9.569,  10,  10.127 ) ( 7.721,  8,  8.119 ) ( 4.514,  5,  5.335 ) ( 6.899,  7,  7.383 ) ( 5.894,  6,  6.162 ) ( 4.538,  5,  5.158 ) ( 4.826,  5,  5.163 ) ( 4.735,  5,  5.365 ) ( 4.714,  5,  5.431 ) ( 8.893,  9,  9.349 ) ( 7.580,  8,  8.253 ) ( 4.843,  5,  5.332 ) ( 4.561,  5,  5.235 ) ( 9.896,  10,  10.373 ) ( 4.655,  5,  5.404 ) ( 9.682,  10,  10.276 ) ( 7.568,  8,  8.497 ) ( 9.704,  10,  10.417 ) ( 6.668,  7,  7.297 ) ( 4.700,  5,  5.338 ) ( 8.641,  9,  9.262 ) ( 8.604,  9,  9.433 ) ( 5.676,  6,  6.160 ) ( 7.702,  8,  8.110 ) ( 4.508,  5,  5.305 ) ( 8.641,  9,  9.411 ) ( 9.542,  10,  10.416 ) ( 7.757,  8,  8.397 ) ( 9.849,  10,  10.247 ) ( 8.730,  9,  9.396 ) ( 4.848,  5,  5.488 ) ( 9.828,  10,  10.484 ) ( 4.514,  5,  5.368 ) ( 5.599,  6,  6.318 ) 

( 9.835,  10,  10.201 ) ( 5.844,  6,  6.424 ) ( 5.637,  6,  6.451 ) ( 9.644,  10,  10.187 ) ( 6.888,  7,  7.154 ) ( 6.803,  7,  7.103 ) ( 5.641,  6,  6.456 ) ( 7.585,  8,  8.317 ) ( 4.628,  5,  5.158 ) ( 5.786,  6,  6.423 ) ( 6.695,  7,  7.384 ) ( 8.681,  9,  9.357 ) ( 4.627,  5,  5.391 ) ( 7.660,  8,  8.358 ) ( 7.741,  8,  8.241 ) ( 7.824,  8,  8.324 ) ( 6.658,  7,  7.231 ) ( 9.753,  10,  10.205 ) ( 5.817,  6,  6.104 ) ( 7.708,  8,  8.195 ) ( 6.842,  7,  7.389 ) ( 9.802,  10,  10.417 ) ( 6.655,  7,  7.113 ) ( 9.767,  10,  10.217 ) ( 7.829,  8,  8.348 ) ( 9.861,  10,  10.376 ) ( 8.768,  9,  9.358 ) ( 7.767,  8,  8.105 ) ( 8.751,  9,  9.473 ) ( 8.637,  9,  9.409 ) ( 8.785,  9,  9.439 ) ( 7.768,  8,  8.457 ) ( 7.830,  8,  8.380 ) ( 8.839,  9,  9.253 ) ( 4.616,  5,  5.353 ) ( 7.652,  8,  8.441 ) ( 8.758,  9,  9.446 ) ( 5.642,  6,  6.486 ) ( 5.541,  6,  6.491 ) ( 6.797,  7,  7.130 ) ( 7.661,  8,  8.243 ) ( 5.594,  6,  6.471 ) ( 4.899,  5,  5.139 ) ( 5.525,  6,  6.250 ) ( 7.888,  8,  8.338 ) ( 8.841,  9,  9.226 ) ( 8.723,  9,  9.291 ) ( 9.817,  10,  10.347 ) ( 5.829,  6,  6.244 ) ( 7.900,  8,  8.455 ) 

( 4.503,  5,  5.348 ) ( 6.604,  7,  7.239 ) ( 7.706,  8,  8.254 ) ( 4.775,  5,  5.254 ) ( 5.755,  6,  6.329 ) ( 8.717,  9,  9.484 ) ( 4.529,  5,  5.189 ) ( 7.546,  8,  8.472 ) ( 5.772,  6,  6.430 ) ( 8.778,  9,  9.240 ) ( 9.732,  10,  10.281 ) ( 8.634,  9,  9.445 ) ( 4.527,  5,  5.449 ) ( 7.708,  8,  8.144 ) ( 4.806,  5,  5.293 ) ( 8.501,  9,  9.191 ) ( 8.859,  9,  9.395 ) ( 8.670,  9,  9.335 ) ( 4.852,  5,  5.455 ) ( 7.511,  8,  8.293 ) ( 4.716,  5,  5.272 ) ( 5.723,  6,  6.255 ) ( 9.639,  10,  10.231 ) ( 4.773,  5,  5.489 ) ( 6.839,  7,  7.349 ) ( 4.771,  5,  5.329 ) ( 6.869,  7,  7.495 ) ( 9.726,  10,  10.103 ) ( 9.556,  10,  10.466 ) ( 8.853,  9,  9.137 ) ( 4.742,  5,  5.146 ) ( 7.772,  8,  8.299 ) ( 4.560,  5,  5.458 ) ( 5.865,  6,  6.488 ) ( 8.587,  9,  9.124 ) ( 9.718,  10,  10.197 ) ( 9.704,  10,  10.458 ) ( 8.649,  9,  9.157 ) ( 7.811,  8,  8.478 ) ( 9.854,  10,  10.250 ) ( 4.673,  5,  5.275 ) ( 6.521,  7,  7.358 ) ( 7.730,  8,  8.252 ) ( 8.639,  9,  9.214 ) ( 7.782,  8,  8.408 ) ( 7.749,  8,  8.376 ) ( 7.546,  8,  8.379 ) ( 4.824,  5,  5.394 ) ( 9.663,  10,  10.210 ) ( 5.617,  6,  6.250 ) 

( 7.766,  8,  8.164 ) ( 7.653,  8,  8.430 ) ( 6.877,  7,  7.198 ) ( 4.513,  5,  5.212 ) ( 7.823,  8,  8.133 ) ( 6.638,  7,  7.404 ) ( 4.692,  5,  5.341 ) ( 8.738,  9,  9.478 ) ( 9.507,  10,  10.123 ) ( 7.808,  8,  8.211 ) ( 4.568,  5,  5.343 ) ( 4.513,  5,  5.386 ) ( 5.778,  6,  6.163 ) ( 8.720,  9,  9.460 ) ( 5.727,  6,  6.162 ) ( 9.790,  10,  10.407 ) ( 7.773,  8,  8.457 ) ( 9.663,  10,  10.249 ) ( 7.844,  8,  8.324 ) ( 8.639,  9,  9.232 ) ( 8.643,  9,  9.223 ) ( 5.863,  6,  6.165 ) ( 9.536,  10,  10.299 ) ( 5.857,  6,  6.457 ) ( 4.678,  5,  5.235 ) ( 6.833,  7,  7.254 ) ( 6.522,  7,  7.154 ) ( 7.861,  8,  8.201 ) ( 4.784,  5,  5.319 ) ( 9.840,  10,  10.389 ) ( 8.618,  9,  9.270 ) ( 8.704,  9,  9.108 ) ( 6.773,  7,  7.133 ) ( 8.742,  9,  9.283 ) ( 6.644,  7,  7.119 ) ( 9.585,  10,  10.213 ) ( 8.757,  9,  9.452 ) ( 7.722,  8,  8.206 ) ( 5.750,  6,  6.322 ) ( 8.837,  9,  9.473 ) ( 4.543,  5,  5.230 ) ( 5.774,  6,  6.435 ) ( 6.716,  7,  7.266 ) ( 9.864,  10,  10.400 ) ( 9.515,  10,  10.196 ) ( 5.710,  6,  6.366 ) ( 8.633,  9,  9.486 ) ( 5.625,  6,  6.494 ) ( 4.882,  5,  5.132 ) ( 9.723,  10,  10.375 ) 

( 9.848,  10,  10.192 ) ( 8.512,  9,  9.294 ) ( 5.856,  6,  6.266 ) ( 8.599,  9,  9.294 ) ( 7.512,  8,  8.464 ) ( 9.733,  10,  10.445 ) ( 9.806,  10,  10.393 ) ( 7.620,  8,  8.377 ) ( 6.841,  7,  7.416 ) ( 9.722,  10,  10.144 ) ( 6.888,  7,  7.467 ) ( 8.590,  9,  9.379 ) ( 5.547,  6,  6.285 ) ( 8.627,  9,  9.471 ) ( 4.683,  5,  5.150 ) ( 8.654,  9,  9.369 ) ( 6.758,  7,  7.334 ) ( 6.837,  7,  7.286 ) ( 9.900,  10,  10.464 ) ( 7.520,  8,  8.488 ) ( 4.573,  5,  5.247 ) ( 9.567,  10,  10.121 ) ( 7.859,  8,  8.313 ) ( 4.602,  5,  5.200 ) ( 7.771,  8,  8.176 ) ( 4.757,  5,  5.241 ) ( 6.857,  7,  7.153 ) ( 5.880,  6,  6.496 ) ( 5.662,  6,  6.393 ) ( 6.532,  7,  7.155 ) ( 9.557,  10,  10.314 ) ( 9.576,  10,  10.185 ) ( 9.852,  10,  10.487 ) ( 8.629,  9,  9.148 ) ( 7.550,  8,  8.351 ) ( 6.864,  7,  7.377 ) ( 7.502,  8,  8.469 ) ( 6.602,  7,  7.139 ) ( 8.718,  9,  9.296 ) ( 9.761,  10,  10.411 ) ( 4.628,  5,  5.382 ) ( 4.847,  5,  5.415 ) ( 5.565,  6,  6.173 ) ( 5.589,  6,  6.273 ) ( 9.534,  10,  10.379 ) ( 5.672,  6,  6.409 ) ( 9.808,  10,  10.252 ) ( 9.507,  10,  10.240 ) ( 5.762,  6,  6.364 ) ( 6.712,  7,  7.188 ) 

( 6.785,  7,  7.324 ) ( 6.534,  7,  7.213 ) ( 4.707,  5,  5.363 ) ( 7.748,  8,  8.475 ) ( 4.841,  5,  5.391 ) ( 7.613,  8,  8.431 ) ( 8.727,  9,  9.439 ) ( 6.654,  7,  7.208 ) ( 6.887,  7,  7.257 ) ( 7.619,  8,  8.479 ) ( 7.864,  8,  8.210 ) ( 5.613,  6,  6.228 ) ( 6.639,  7,  7.381 ) ( 6.632,  7,  7.500 ) ( 9.755,  10,  10.156 ) ( 8.812,  9,  9.359 ) ( 6.620,  7,  7.154 ) ( 6.527,  7,  7.172 ) ( 8.583,  9,  9.225 ) ( 4.852,  5,  5.476 ) ( 9.884,  10,  10.434 ) ( 8.593,  9,  9.289 ) ( 9.626,  10,  10.253 ) ( 4.603,  5,  5.386 ) ( 4.590,  5,  5.278 ) ( 6.635,  7,  7.446 ) ( 9.612,  10,  10.252 ) ( 7.826,  8,  8.249 ) ( 5.867,  6,  6.442 ) ( 5.751,  6,  6.278 ) ( 4.502,  5,  5.337 ) ( 5.863,  6,  6.377 ) ( 5.610,  6,  6.110 ) ( 4.550,  5,  5.308 ) ( 9.765,  10,  10.497 ) ( 9.716,  10,  10.250 ) ( 5.569,  6,  6.191 ) ( 5.561,  6,  6.305 ) ( 6.655,  7,  7.336 ) ( 7.809,  8,  8.255 ) ( 8.886,  9,  9.456 ) ( 7.799,  8,  8.402 ) ( 9.792,  10,  10.275 ) ( 9.849,  10,  10.241 ) ( 9.783,  10,  10.300 ) ( 6.581,  7,  7.214 ) ( 7.863,  8,  8.457 ) ( 9.508,  10,  10.427 ) ( 9.533,  10,  10.441 ) ( 5.765,  6,  6.201 ) 

( 8.562,  9,  9.419 ) ( 6.648,  7,  7.370 ) ( 8.890,  9,  9.290 ) ( 7.826,  8,  8.355 ) ( 5.874,  6,  6.265 ) ( 8.890,  9,  9.140 ) ( 7.779,  8,  8.211 ) ( 8.558,  9,  9.330 ) ( 9.614,  10,  10.493 ) ( 8.529,  9,  9.103 ) ( 7.707,  8,  8.390 ) ( 7.782,  8,  8.330 ) ( 9.653,  10,  10.209 ) ( 6.743,  7,  7.313 ) ( 5.849,  6,  6.392 ) ( 8.585,  9,  9.489 ) ( 6.689,  7,  7.266 ) ( 6.641,  7,  7.321 ) ( 7.543,  8,  8.433 ) ( 8.824,  9,  9.483 ) ( 8.802,  9,  9.186 ) ( 6.877,  7,  7.320 ) ( 5.703,  6,  6.465 ) ( 7.851,  8,  8.184 ) ( 9.542,  10,  10.120 ) ( 8.813,  9,  9.251 ) ( 7.590,  8,  8.305 ) ( 6.519,  7,  7.257 ) ( 5.586,  6,  6.238 ) ( 4.529,  5,  5.464 ) ( 5.870,  6,  6.385 ) ( 9.547,  10,  10.340 ) ( 7.848,  8,  8.312 ) ( 9.839,  10,  10.108 ) ( 4.755,  5,  5.237 ) ( 8.509,  9,  9.343 ) ( 5.677,  6,  6.114 ) ( 7.837,  8,  8.120 ) ( 4.521,  5,  5.212 ) ( 9.796,  10,  10.437 ) ( 9.768,  10,  10.291 ) ( 8.811,  9,  9.143 ) ( 6.505,  7,  7.170 ) ( 9.700,  10,  10.409 ) ( 4.692,  5,  5.271 ) ( 6.626,  7,  7.338 ) ( 5.844,  6,  6.327 ) ( 6.822,  7,  7.208 ) ( 6.861,  7,  7.239 ) ( 9.784,  10,  10.283 ) 

( 8.624,  9,  9.208 ) ( 4.873,  5,  5.199 ) ( 9.778,  10,  10.190 ) ( 9.781,  10,  10.201 ) ( 5.698,  6,  6.323 ) ( 8.862,  9,  9.434 ) ( 5.886,  6,  6.227 ) ( 9.523,  10,  10.110 ) ( 8.703,  9,  9.277 ) ( 7.581,  8,  8.104 ) ( 9.553,  10,  10.293 ) ( 7.658,  8,  8.103 ) ( 4.881,  5,  5.420 ) ( 4.789,  5,  5.158 ) ( 7.840,  8,  8.328 ) ( 9.658,  10,  10.436 ) ( 6.565,  7,  7.368 ) ( 6.865,  7,  7.157 ) ( 4.542,  5,  5.254 ) ( 7.742,  8,  8.259 ) ( 5.522,  6,  6.296 ) ( 4.807,  5,  5.492 ) ( 5.577,  6,  6.170 ) ( 6.899,  7,  7.219 ) ( 7.653,  8,  8.420 ) ( 9.776,  10,  10.294 ) ( 8.787,  9,  9.466 ) ( 8.703,  9,  9.232 ) ( 6.614,  7,  7.408 ) ( 8.710,  9,  9.446 ) ( 5.764,  6,  6.132 ) ( 4.619,  5,  5.171 ) ( 9.600,  10,  10.416 ) ( 4.772,  5,  5.358 ) ( 8.830,  9,  9.386 ) ( 8.883,  9,  9.148 ) ( 6.818,  7,  7.211 ) ( 9.860,  10,  10.105 ) ( 5.720,  6,  6.141 ) ( 8.776,  9,  9.127 ) ( 6.539,  7,  7.348 ) ( 5.679,  6,  6.174 ) ( 6.686,  7,  7.118 ) ( 5.694,  6,  6.200 ) ( 9.574,  10,  10.497 ) ( 7.855,  8,  8.162 ) ( 4.872,  5,  5.427 ) ( 6.767,  7,  7.428 ) ( 9.657,  10,  10.361 ) ( 4.714,  5,  5.413 ) 

( 9.753,  10,  10.303 ) ( 5.539,  6,  6.329 ) ( 4.586,  5,  5.101 ) ( 8.666,  9,  9.194 ) ( 7.859,  8,  8.458 ) ( 7.779,  8,  8.103 ) ( 7.693,  8,  8.442 ) ( 9.823,  10,  10.120 ) ( 4.540,  5,  5.383 ) ( 7.780,  8,  8.386 ) ( 7.620,  8,  8.266 ) ( 5.552,  6,  6.408 ) ( 8.808,  9,  9.182 ) ( 4.664,  5,  5.435 ) ( 4.557,  5,  5.122 ) ( 4.652,  5,  5.190 ) ( 9.674,  10,  10.309 ) ( 4.580,  5,  5.239 ) ( 9.690,  10,  10.254 ) ( 8.666,  9,  9.351 ) ( 9.788,  10,  10.455 ) ( 4.646,  5,  5.419 ) ( 9.603,  10,  10.431 ) ( 9.561,  10,  10.357 ) ( 5.686,  6,  6.159 ) ( 7.757,  8,  8.193 ) ( 6.675,  7,  7.191 ) ( 9.899,  10,  10.418 ) ( 9.727,  10,  10.337 ) ( 9.647,  10,  10.216 ) ( 9.640,  10,  10.201 ) ( 6.693,  7,  7.185 ) ( 4.589,  5,  5.226 ) ( 8.676,  9,  9.220 ) ( 8.620,  9,  9.158 ) ( 5.528,  6,  6.492 ) ( 9.887,  10,  10.326 ) ( 5.590,  6,  6.410 ) ( 4.744,  5,  5.350 ) ( 7.734,  8,  8.470 ) ( 7.591,  8,  8.409 ) ( 6.837,  7,  7.234 ) ( 7.900,  8,  8.164 ) ( 9.848,  10,  10.273 ) ( 6.598,  7,  7.405 ) ( 7.610,  8,  8.261 ) ( 9.894,  10,  10.196 ) ( 9.654,  10,  10.417 ) ( 7.678,  8,  8.171 ) ( 8.863,  9,  9.202 ) 

( 8.771,  9,  9.109 ) ( 4.806,  5,  5.242 ) ( 6.666,  7,  7.104 ) ( 5.848,  6,  6.491 ) ( 7.646,  8,  8.318 ) ( 5.539,  6,  6.263 ) ( 8.773,  9,  9.124 ) ( 9.603,  10,  10.228 ) ( 4.812,  5,  5.449 ) ( 5.599,  6,  6.490 ) ( 9.646,  10,  10.290 ) ( 8.749,  9,  9.360 ) ( 7.614,  8,  8.498 ) ( 7.723,  8,  8.209 ) ( 6.831,  7,  7.315 ) ( 5.689,  6,  6.298 ) ( 9.677,  10,  10.405 ) ( 9.561,  10,  10.158 ) ( 5.591,  6,  6.491 ) ( 7.851,  8,  8.263 ) ( 5.691,  6,  6.109 ) ( 6.574,  7,  7.436 ) ( 9.867,  10,  10.323 ) ( 8.836,  9,  9.222 ) ( 5.728,  6,  6.465 ) ( 4.788,  5,  5.126 ) ( 5.745,  6,  6.363 ) ( 4.613,  5,  5.142 ) ( 9.639,  10,  10.164 ) ( 6.749,  7,  7.429 ) ( 6.621,  7,  7.461 ) ( 5.773,  6,  6.202 ) ( 5.634,  6,  6.166 ) ( 9.740,  10,  10.275 ) ( 5.842,  6,  6.309 ) ( 8.562,  9,  9.367 ) ( 4.682,  5,  5.364 ) ( 9.697,  10,  10.351 ) ( 6.813,  7,  7.367 ) ( 5.528,  6,  6.360 ) ( 9.668,  10,  10.184 ) ( 9.614,  10,  10.487 ) ( 7.553,  8,  8.273 ) ( 4.871,  5,  5.308 ) ( 6.663,  7,  7.279 ) ( 7.763,  8,  8.216 ) ( 4.759,  5,  5.364 ) ( 9.682,  10,  10.107 ) ( 6.570,  7,  7.478 ) ( 5.718,  6,  6.488 ) 

( 7.714,  8,  8.221 ) ( 7.645,  8,  8.104 ) ( 5.515,  6,  6.158 ) ( 6.645,  7,  7.172 ) ( 5.575,  6,  6.328 ) ( 6.568,  7,  7.257 ) ( 6.588,  7,  7.318 ) ( 4.756,  5,  5.359 ) ( 6.509,  7,  7.273 ) ( 4.834,  5,  5.328 ) ( 5.548,  6,  6.304 ) ( 6.557,  7,  7.193 ) ( 5.832,  6,  6.261 ) ( 6.800,  7,  7.498 ) ( 5.761,  6,  6.382 ) ( 6.514,  7,  7.426 ) ( 4.897,  5,  5.341 ) ( 4.570,  5,  5.488 ) ( 4.602,  5,  5.285 ) ( 4.840,  5,  5.323 ) ( 9.887,  10,  10.492 ) ( 9.520,  10,  10.424 ) ( 9.690,  10,  10.224 ) ( 6.717,  7,  7.300 ) ( 7.603,  8,  8.350 ) ( 6.872,  7,  7.349 ) ( 9.847,  10,  10.472 ) ( 7.558,  8,  8.221 ) ( 9.767,  10,  10.142 ) ( 9.781,  10,  10.372 ) ( 6.575,  7,  7.205 ) ( 6.702,  7,  7.427 ) ( 5.555,  6,  6.228 ) ( 7.585,  8,  8.344 ) ( 9.587,  10,  10.475 ) ( 6.833,  7,  7.426 ) ( 9.533,  10,  10.147 ) ( 9.649,  10,  10.277 ) ( 5.729,  6,  6.134 ) ( 9.523,  10,  10.168 ) ( 9.617,  10,  10.105 ) ( 6.582,  7,  7.437 ) ( 6.523,  7,  7.360 ) ( 9.843,  10,  10.209 ) ( 8.598,  9,  9.276 ) ( 5.518,  6,  6.327 ) ( 9.620,  10,  10.280 ) ( 6.746,  7,  7.326 ) ( 5.592,  6,  6.170 ) ( 7.831,  8,  8.321 ) 

( 7.855,  8,  8.236 ) ( 8.753,  9,  9.112 ) ( 4.716,  5,  5.498 ) ( 4.712,  5,  5.455 ) ( 4.868,  5,  5.265 ) ( 8.877,  9,  9.415 ) ( 6.730,  7,  7.441 ) ( 7.649,  8,  8.247 ) ( 5.700,  6,  6.409 ) ( 4.644,  5,  5.203 ) ( 7.816,  8,  8.338 ) ( 8.571,  9,  9.465 ) ( 6.882,  7,  7.184 ) ( 8.709,  9,  9.425 ) ( 5.747,  6,  6.360 ) ( 9.753,  10,  10.298 ) ( 8.504,  9,  9.394 ) ( 9.690,  10,  10.280 ) ( 9.608,  10,  10.498 ) ( 7.765,  8,  8.423 ) ( 8.737,  9,  9.258 ) ( 6.662,  7,  7.433 ) ( 9.802,  10,  10.189 ) ( 8.820,  9,  9.399 ) ( 9.502,  10,  10.436 ) ( 5.899,  6,  6.183 ) ( 4.726,  5,  5.431 ) ( 9.852,  10,  10.292 ) ( 8.886,  9,  9.338 ) ( 9.783,  10,  10.268 ) ( 6.802,  7,  7.364 ) ( 9.534,  10,  10.194 ) ( 8.742,  9,  9.275 ) ( 7.626,  8,  8.149 ) ( 9.727,  10,  10.108 ) ( 6.528,  7,  7.436 ) ( 5.734,  6,  6.310 ) ( 4.630,  5,  5.364 ) ( 8.600,  9,  9.450 ) ( 6.737,  7,  7.398 ) ( 4.614,  5,  5.264 ) ( 5.519,  6,  6.160 ) ( 8.805,  9,  9.128 ) ( 6.648,  7,  7.209 ) ( 7.634,  8,  8.469 ) ( 4.623,  5,  5.464 ) ( 4.667,  5,  5.342 ) ( 9.842,  10,  10.491 ) ( 9.882,  10,  10.432 ) ( 9.860,  10,  10.291 ) 

( 7.559,  8,  8.112 ) ( 5.773,  6,  6.207 ) ( 9.677,  10,  10.497 ) ( 6.529,  7,  7.222 ) ( 8.553,  9,  9.234 ) ( 9.880,  10,  10.333 ) ( 8.602,  9,  9.101 ) ( 8.607,  9,  9.492 ) ( 8.871,  9,  9.245 ) ( 4.799,  5,  5.395 ) ( 5.785,  6,  6.478 ) ( 8.641,  9,  9.448 ) ( 9.680,  10,  10.418 ) ( 7.562,  8,  8.338 ) ( 5.650,  6,  6.478 ) ( 6.872,  7,  7.291 ) ( 8.510,  9,  9.256 ) ( 4.602,  5,  5.313 ) ( 6.747,  7,  7.369 ) ( 6.565,  7,  7.200 ) ( 5.897,  6,  6.455 ) ( 6.567,  7,  7.401 ) ( 5.544,  6,  6.327 ) ( 9.607,  10,  10.486 ) ( 7.528,  8,  8.494 ) ( 8.619,  9,  9.187 ) ( 9.528,  10,  10.240 ) ( 7.866,  8,  8.292 ) ( 7.842,  8,  8.473 ) ( 6.871,  7,  7.408 ) ( 4.550,  5,  5.158 ) ( 4.801,  5,  5.441 ) ( 6.686,  7,  7.497 ) ( 9.747,  10,  10.467 ) ( 7.634,  8,  8.188 ) ( 4.833,  5,  5.369 ) ( 6.856,  7,  7.101 ) ( 9.730,  10,  10.100 ) ( 6.673,  7,  7.162 ) ( 8.514,  9,  9.300 ) ( 9.844,  10,  10.367 ) ( 7.613,  8,  8.128 ) ( 7.893,  8,  8.421 ) ( 6.680,  7,  7.165 ) ( 9.606,  10,  10.349 ) ( 6.527,  7,  7.344 ) ( 8.593,  9,  9.172 ) ( 7.715,  8,  8.221 ) ( 5.830,  6,  6.438 ) ( 9.813,  10,  10.436 ) 

( 7.874,  8,  8.254 ) ( 6.695,  7,  7.170 ) ( 5.745,  6,  6.474 ) ( 8.830,  9,  9.482 ) ( 5.863,  6,  6.156 ) ( 6.718,  7,  7.193 ) ( 6.578,  7,  7.169 ) ( 9.779,  10,  10.429 ) ( 7.510,  8,  8.441 ) ( 7.506,  8,  8.384 ) ( 9.710,  10,  10.467 ) ( 5.772,  6,  6.197 ) ( 6.860,  7,  7.412 ) ( 5.682,  6,  6.209 ) ( 9.650,  10,  10.405 ) ( 7.855,  8,  8.376 ) ( 5.840,  6,  6.349 ) ( 5.554,  6,  6.315 ) ( 6.677,  7,  7.116 ) ( 7.703,  8,  8.360 ) ( 4.828,  5,  5.479 ) ( 9.547,  10,  10.494 ) ( 9.852,  10,  10.174 ) ( 5.577,  6,  6.138 ) ( 5.885,  6,  6.417 ) ( 6.578,  7,  7.305 ) ( 7.616,  8,  8.149 ) ( 7.597,  8,  8.424 ) ( 7.539,  8,  8.221 ) ( 8.867,  9,  9.311 ) ( 6.874,  7,  7.178 ) ( 4.813,  5,  5.186 ) ( 8.573,  9,  9.133 ) ( 6.599,  7,  7.250 ) ( 8.851,  9,  9.198 ) ( 4.890,  5,  5.220 ) ( 6.823,  7,  7.463 ) ( 8.786,  9,  9.225 ) ( 7.863,  8,  8.138 ) ( 4.736,  5,  5.152 ) ( 9.545,  10,  10.185 ) ( 6.642,  7,  7.339 ) ( 5.766,  6,  6.261 ) ( 5.737,  6,  6.195 ) ( 8.618,  9,  9.296 ) ( 4.593,  5,  5.408 ) ( 8.626,  9,  9.493 ) ( 7.506,  8,  8.301 ) ( 4.874,  5,  5.395 ) ( 8.549,  9,  9.175 ) 

( 5.507,  6,  6.462 ) ( 4.705,  5,  5.170 ) ( 7.575,  8,  8.409 ) ( 8.704,  9,  9.462 ) ( 5.553,  6,  6.459 ) ( 6.885,  7,  7.401 ) ( 4.856,  5,  5.373 ) ( 6.759,  7,  7.278 ) ( 4.866,  5,  5.404 ) ( 7.626,  8,  8.415 ) ( 9.800,  10,  10.280 ) ( 6.677,  7,  7.474 ) ( 7.726,  8,  8.317 ) ( 7.726,  8,  8.300 ) ( 6.788,  7,  7.226 ) ( 9.625,  10,  10.205 ) ( 5.813,  6,  6.170 ) ( 9.725,  10,  10.112 ) ( 5.521,  6,  6.470 ) ( 8.525,  9,  9.425 ) ( 9.570,  10,  10.490 ) ( 8.673,  9,  9.474 ) ( 9.638,  10,  10.467 ) ( 8.748,  9,  9.396 ) ( 4.629,  5,  5.126 ) ( 7.689,  8,  8.471 ) ( 7.694,  8,  8.135 ) ( 6.555,  7,  7.480 ) ( 4.648,  5,  5.219 ) ( 7.720,  8,  8.464 ) ( 5.656,  6,  6.155 ) ( 9.831,  10,  10.432 ) ( 5.775,  6,  6.344 ) ( 8.556,  9,  9.204 ) ( 7.686,  8,  8.419 ) ( 4.871,  5,  5.244 ) ( 9.592,  10,  10.356 ) ( 7.783,  8,  8.270 ) ( 6.677,  7,  7.369 ) ( 9.834,  10,  10.194 ) ( 8.605,  9,  9.378 ) ( 9.835,  10,  10.202 ) ( 9.588,  10,  10.110 ) ( 9.818,  10,  10.264 ) ( 5.771,  6,  6.363 ) ( 4.772,  5,  5.473 ) ( 8.582,  9,  9.296 ) ( 6.595,  7,  7.143 ) ( 9.860,  10,  10.348 ) ( 7.754,  8,  8.354 ) 

( 9.733,  10,  10.275 ) ( 6.503,  7,  7.175 ) ( 6.869,  7,  7.214 ) ( 8.655,  9,  9.354 ) ( 4.516,  5,  5.412 ) ( 4.552,  5,  5.379 ) ( 5.711,  6,  6.114 ) ( 5.519,  6,  6.202 ) ( 4.877,  5,  5.163 ) ( 9.634,  10,  10.252 ) ( 8.574,  9,  9.493 ) ( 5.775,  6,  6.344 ) ( 7.711,  8,  8.129 ) ( 7.614,  8,  8.329 ) ( 8.622,  9,  9.133 ) ( 4.817,  5,  5.145 ) ( 7.692,  8,  8.180 ) ( 7.780,  8,  8.339 ) ( 6.705,  7,  7.465 ) ( 8.807,  9,  9.279 ) ( 4.623,  5,  5.142 ) ( 8.842,  9,  9.166 ) ( 7.844,  8,  8.139 ) ( 7.732,  8,  8.179 ) ( 8.798,  9,  9.133 ) ( 8.669,  9,  9.128 ) ( 7.874,  8,  8.456 ) ( 6.629,  7,  7.316 ) ( 9.515,  10,  10.258 ) ( 6.855,  7,  7.363 ) ( 8.709,  9,  9.228 ) ( 8.592,  9,  9.499 ) ( 6.692,  7,  7.127 ) ( 8.662,  9,  9.103 ) ( 4.508,  5,  5.432 ) ( 5.718,  6,  6.369 ) ( 6.526,  7,  7.340 ) ( 9.565,  10,  10.129 ) ( 6.622,  7,  7.202 ) ( 6.792,  7,  7.480 ) ( 8.765,  9,  9.439 ) ( 9.892,  10,  10.262 ) ( 8.605,  9,  9.379 ) ( 5.522,  6,  6.380 ) ( 6.863,  7,  7.123 ) ( 4.757,  5,  5.327 ) ( 4.749,  5,  5.150 ) ( 4.674,  5,  5.459 ) ( 5.822,  6,  6.164 ) ( 4.538,  5,  5.170 ) 

